hekayt,bab
"پارسازاده ای را نعمت بیکران از ترکه عمان به دست افتاد. فسق و فجور آغاز کرد و مبذری پیشه گرفت. فی‌الجمله نماند از سایر معاصی منکری که نکرد و مسکری که نخورد. باری به نصیحتش گفتم: ای فرزند! دخل آب روان است و عیش آسیای گردان یعنی خرج فراوان کردن مسلم کسی را باشد که دخل معین دارد. چو دخلت نیست خرج آهسته تر کن
که می‌گویند ملاحان سرودی اگر باران به کوهستان نبارد
به سالی دجله گردد خشک رودی عقل و ادب پیش گیر و لهو و لعب بگذار که چون نعمت سپری شود سختی بری و پشیمانی خوری. پسر از لذت نای و نوش این سخن در گوش نیاورد و بر قول من اعتراض کرد و گفت: راحت عاجل به تشویش محنت آجل منغص کردن خلاف رای خردمند است، خداوندان کام و نیکبختی
چرا سختی خورند از بیم سختی برو شادی کن ای یار دل افروز
غم فردا نشاید خورد امروز فکیف مرا که در صدر مروت نشسته باشم و عقد فتوت بسته و ذکر انعام در افواه عوام افتاده. هر که علم شد به سخا و کرم
بند نشاید که نهد بر درم نام نکویی چو برون شد به کوی
در نتوانی که ببندی به روی دیدم که نصیحت نمی‌پذیرد و دم گرم من در آهن سرد او اثر نمی‌کند. ترک مناصحت گرفتم و روی از مصاحبت بگردانیدم و قول حکما کار بستم که گفته‌اند: بلِّغ ما عَلیکَ فاِن لَم یَقبلوا ما عَلیکَ گرچه دانی که نشنوند بگوی
هر چه دانی ز نیکخواهی و پند زود باشد که خیره سر بینی
به دو پای اوفتاده اندر بند دست بر دست می زند که دریغ
نشنیدم حدیث دانشمند تا پس از مدتی آنچه اندیشه من بود از نکبت حالش به صورت بدیدم که پاره پاره به هم بر می‌دوخت و لقمه لقمه همی‌اندوخت. دلم از ضعف حالش به هم بر آمد و مروّت ندیدم در چنان حالی ریش درویش به ملامت خراشیدن و نمک پاشیدن. پس با دل خود گفتم: حریف سفله در پایان مستی
نیندیشد ز روز تنگدستی درخت اندر بهاران بر فشاند
زمستان لاجرم بی برگ ماند",7
"پادشاهی پسری را به ادیبی داد و گفت: این فرزند توست، تربیتش همچنان کن که یکی از فرزندان خویش. ادیب خدمت کرد و متقبل شد و سالی چند بر او سعی کرد و به جایی نرسید و پسران ادیب در فضل و بلاغت منتهی شدند. ملک دانشمند را مؤاخذت کرد و معاتبت فرمود که وعده خلاف کردی و وفا به جا نیاوردی. گفت: بر رای خداوند روی زمین پوشیده نماند که تربیت یکسان است و طباع مختلف. گرچه سیم و زر ز سنگ آید همی
در همه سنگی نباشد زر و سیم بر همه عالم همی‌تابد سهیل
جایی انبان میکند جایی ادیم",7
"یکی را شنیدم از پیران مربی که مریدی را همی‌گفت: ای پسر‌! چندان که تعلق خاطر آدمی‌زاد به روزی‌ست اگر به روزی‌ده بودی به مقام از ملائکه در‌گذشتی. فراموشت نکرد ایزد در آن حال
که بودی نطفهٔ مدفون و مدهوش روانت داد و طبع و عقل و ادراک
جمال و نطق و رای و فکرت و هوش ده انگشتت مرتب کرد بر کف
دو بازویت مرکب ساخت بر دوش کنون پنداری ای ناچیز همت‌!
که خواهد کردنت روزی فراموش‌؟",7
"اعرابیی را دیدم که پسر را همی‌گفت یا بُنَّی اِنَّک مسئولٌ یومَ القیامةِ ماذا اکتَسَبتَ و لا یُقالُ بمن انتسبتَ. یعنی تو را خواهند پرسید که عملت چیست نگویند پدرت کیست. جامه کعبه را که می بوسند
او نه از کرم پیله نامی شد با عزیزی نشست روزی چند
لاجرم همچنو گرامی شد",7
"در تصانیف حکما آورده‌اند که کژدم را ولادتِ معهود نیست چنانکه دیگر حیوانات را، بل احشای مادر را بخورند و شکمش را بدرند و راه صحرا گیرند و آن پوست‌ها که در خانه کژدم بینند اثر آن است. باری این نکته پیش بزرگی همی‌گفتم، گفت دل من بر صدق این سخن گواهی می‌دهد و جز چنین نتوان بودن، در حالت خردی با مادر و پدر چنین معاملت کرده‌اند لاجرم در بزرگی چنین مقبلند و محبوب! پسری را پدر وصیت کرد
کای جوانبخت یاد گیر این پند هر که با اهل خود وفا نکند
نشود دوست‌روی و دولتمند کژدم را گفتند: چرا به زمستان به در نمی‌آیی؟ گفت: به تابستانم چه حرمت است که به زمستان نیز بیایم؟!",7
"فقیره درویشی حامله بود، مدّت حمل بسر آورده و مر این درویش را همه عمر فرزند نیامده بود. گفت: اگر خدای عز ّو جل مرا پسری دهد، جز این خرقه که پوشیده دارم هر چه در ملک من است ایثار درویشان کنم. اتفاقاً پسر آورد و سفره درویشان به موجب شرط بنهاد. پس از چند سالی که از سفر شام باز آمدم به محلت آن دوست برگذشتم و از چگونگی حالش خبر پرسیدم. گفتند به زندان شحنه دَر است. سبب پرسیدم. کسی گفت: پسرش خمر خورده است و عربده کرده است و خون کسی ریخته و خود از میان گریخته، پدر را به علت او سلسله در نای است و بند گران بر پای. گفتم: این بلا را به حاجت از خدای عزّ و جل خواسته است! زنان باردار ای مرد هشیار
اگر وقت ولادت مار زایند از آن بهتر به نزدیک خردمند
که فرزندان ناهموار زایند",7
"طفل بودم که بزرگی را پرسیدم از بلوغ. گفت در مسطور آمده است که سه نشان دارد: یکی پانزده سالگی و دیگر احتلام و سیم بر آمدن موی پیش. اما در حقیقت یک نشان دارد و بس، آن که در بند رضای حق جلّ و علا بیش از آن باشی که در بند حظّ نفس خویش و هر آن که در او این صفت موجود نیست به نزد محققان بالغ نشمارندش. به صورت آدمی شد قطرهٔ آب
که چل روزش قرار اندر رحم ماند و گر چل ساله را عقل و ادب نیست
به تحقیقش نشاید آدمی خواند جوانمردی و لطف است آدمیت
همین نقش هیولانی مپندار هنر باید که صورت می توان کرد
به ایوان‌ها در از شنگرف و زنگار چو انسان را نباشد فضل و احسان
چه فرق از آدمی تا نقش دیوار به دست آوردن دنیا هنر نیست
یکی را گر توانی دل به دست آر",7
"سالی نزاعی در پیادگان حجیج افتاده بود و داعی در آن سفر هم پیاده. انصاف در سر و روی هم فتادیم و داد فسوق و جدال بدادیم. کجاوه‌نشینی را شنیدم که با عدیل خود می‌گفت: یاللعجب! پیادهٔ عاج چو عرصه شطرنج به سر می‌برد فرزین می‌شود، یعنی به از آن می‌گردد که بود و پیادگان حاج بادیه به سر بردند و بتر شدند. از من بگوی حاجی مردم گزای را
کاو پوستین خلق به آزار می‌درد حاجی تو نیستی شتر است از برای آنک
بیچاره خار می‌خورد و بار می‌برد",7
"هندویی نفط‌‌اندازی همی‌ آموخت. حکیمی گفت تو را که خانه نیین است، بازی نه این است. تا ندانی که سخن عین صواب است مگوی
وآنچه دانی که نه نیکوش جواب است مگوی",7
"مردکی را چشم درد خاست، پیش بیطار رفت که دوا کن. بیطار از آنچه در چشم چارپای می‌کند در دیده او کشید و کور شد. حکومت به داور بردند گفت بر او هیچ تاوان نیست. اگر این خر نبودی، پیش بیطار نرفتی. مقصود از این سخن آن است تا بدانی که هر آن که ناآزموده را کار بزرگ فرماید با آن که ندامت برد به نزدیک خردمندان به خفت رای منسوب گردد. ندهد هوشمند روشن‌رای
به فرومایه کارهای خطیر بوریاباف اگر چه بافنده‌ست
نبرندش به کارگاه حریر",7
"یکی را از بزرگان ائمه پسری وفات یافت. پرسیدند که بر صندوق گورش چه نویسیم؟ گفت: آیات کتاب مجید را عزت و شرف بیش از آن است که روا باشد بر چنین جایها نوشتن که به روزگار سوده گردد و خلایق بر او گذرند و سگان بر او شاشند. اگر به ضرورت چیزی همی‌نویسند این بیت کفایت است: وه که هر گه که سبزه در بستان
بدمیدی چه خوش شدی دل من بگذر ای دوست تا به وقت بهار
سبزه بینی دمیده بر گل من",7
"پارسایی بر یکی از خداوندان نعمت گذر کرد که بنده‌ای را دست و پای استوار بسته عقوبت همی‌کرد. گفت: ای پسر همچو تو مخلوقی را خدای عز ّو جل اسیر حکم تو گردانیده است و تو را بر وی فضیلت داده شکر نعمت باری تعالی به جای آر و چندین جفا بر وی مپسند، نباید که فردای قیامت به از تو باشد و شرمساری بری. بر بنده مگیر خشم بسیار
جورش مکن و دلش میازار او را تو به ده درم خریدی
آخر نه به قدرت آفریدی این حکم و غرور و خشم تا چند
هست از تو بزرگتر خداوند ای خواجهٔ ارسلان و آغوش
فرمانده خود مکن فراموش در خبر است از خواجهٔ عالم صلی الله علیه و سلم که گفت: بزرگترین حسرتی روز قیامت آن بود که یکی بندهٔ صالح را به بهشت برند و خواجهٔ فاسق را به دوزخ. بر غلامی که طوع خدمت توست
خشم بی حد مران و طیره مگیر که فضیحت بود به روز شمار
بنده آزاد و خواجه در زنجیر",7
"سالی از بلخ بامیانم سفر بود و راه از حرامیان پر خطر. جوانی به بدرقه همراه من شد، سپربازِ چرخ‌انداز، سلحشورِ بیش‌زور که به ده مردِ توانا کمانِ او زه کردندی و زورآورانِ رویِ زمین پشت او بر زمین نیاوردندی ولیکن چنان که دانی متنعم بود و سایه‌پرورده نه جهاندیده و سفر کرده. رعد کوس دلاوران به گوشش نرسیده و برق شمشیر سواران ندیده. نیفتاده بر دست دشمن اسیر
به گِردش نباریده باران تیر اتفاقاً من و این جوان هر دو در پی هم دوان. هر آن دیوار قدیمش که پیش آمدی به قوّت بازو بیفکندی و هر درخت عظیم که دیدی به زور سرپنجه بر کندی و تفاخرکنان گفتی: پیل کو تا کتف و بازوی گُردان بیند؟
شیر کو تا کف و سر پنجهٔ مردان بیند؟ ما در این حالت که دو هندو از پس سنگی سر بر آوردند و قصد قتال ما کردند. به دست یکی چوبی و در بغل آن دیگر کلوخ کوبی. جوان را گفتم: چه پایی؟ بیار آنچه داری ز مردی و زور
که دشمن به پای خود آمد به گور تیر و کمان را دیدم از دست جوان افتاده و لرزه بر استخوان. نه هر که موی شکافد به تیر جوشن‌خای
به روز حملهٔ جنگاوران بدارد پای چاره جز آن ندیدیم که رخت و سلاح و جامه‌ها رها کردیم و جان به سلامت بیاوردیم. به کارهای گران مرد کاردیده فرست
که شیر شرزه در آرد به زیر خمّ کمند جوان اگر چه قوی‌یال و پیلتن باشد
به جنگ دشمنش از هول بگسلد پیوند نبرد پیش مصاف‌آزموده معلوم است
چنان که مسألهٔ شرع پیش دانشمند",7
"توانگرزاده‌ای را دیدم بر سر گور پدر نشسته و با درویش‌بچه‌ای مناظره در پیوسته که: صندوق تربت ما سنگین است و کتابه رنگین و فرش رخام انداخته و خشت پیروزه در او به کار برده. به گور پدرت چه ماند‌؟ خشتی دو فراهم آورده و مشتی دو خاک بر آن پاشیده. درویش پسر این بشنید و گفت: تا پدرت زیر آن سنگ‌های گران بر خود بجنبیده باشد، پدر من به بهشت رسیده بود. خر که کمتر نهند بر وی بار
بی‌شک آسوده‌تر کند رفتار مرد درویش که بار ستم فاقه کشید
به در مرگ همانا که سبکبار آید وآن که در نعمت و آسایش و آسانی زیست
مردنش زین همه شک نیست که دشخوار آید به همه حال اسیری که ز بندی برهد
بهتر از حال امیری که گرفتار آید",7
"بزرگی را پرسیدم در معنی این حدیث که اَعدی عدوِّک نَفسُک الَّتی بینَ جَنبَیکَ. گفت: به حکم آن که هر آن دشمنی را که با وی احسان کنی دوست گردد مگر نفس را که چندان که مدارا بیش کنی مخالفت زیادت کند. فرشته‌خوی شود آدمی به کم خوردن
وگر خورد چو بهایم بیوفتد چو جماد مراد هر که برآری مطیع امر تو گشت
خلاف نفس که فرمان دهد چو یافت مراد",7
"یکی در صورتِ دَرویشان نه بر صِفَتِ ایشان در مَحْفِلی دیدم نشسته و شُنْعَتی در پیوسته و دَفْتَرِ شِکایتی باز کَرده و ذَمِّ توانگران آغاز کَرده. سخن، بدین‌جا رسانیده که درویش را دستِ قدرت بَسْته‌است و توانگر را پایِ اِرادَت شِکَسْتِه. کریمان را، به دست اندر، دِرَم نیست
خُداوندانِ نِعْمَت را کَرَم نیست مرا که پروردهٔ نعمتِ بزرگانم، این سخنْ سخت آمد. گفتم: ای یار، توانگرانْ دخلِ مسکینان‌اند و ذخیرهٔ گوشه‌نشینان و مقصدِ زائران و کهفِ مسافران و محتملِ بارِ گران، بهرِ راحتِ دگران. دستِ تناول آنگه به طعام برند که مُتَعَلِّقان و زیردستان بخورند و فُضلهٔ مکارمِ ایشان به ارامل و پیران و اقارب و جیران رسیده. توانگران را وَقْف است و نَذْر و مِهْمانی
زَکات و فِطْرِه و اِعتاق و هَدْی و قُربانی تو کِی به دولتِ ایشان رَسْی که نَتْوانی
جُز این دو رکعت و آن هم به صد پَریشانی؟ اگر قدرتِ جود است و گر قُوَّتِ سجود، توانگران را به مُیَسَّر شود که مالِ مُزکَّا دارند و جامهٔ پاک و عِرضِ مصون و دلِ فارغ، و قُوَّت طاعت در لقمهٔ لطیف است و صِحَّت عبادت در کِسوَتِ نظیف، پیداست که از معدهٔ خالی چه قُوَّت آید وز دستِ تهی چه مُرُوَّت وز پای تشنه چه سیر آید و از دست گرسنه چه خیر. شَب، پَراکَنْدِه خُسْبَد آن‌که پدید
نَبُوَد وَجْهِ بامدادانَش مور، گِرْد آوَرَد به تابستان
تا فَراغَت بُوَد زِمِسْتانَش فَراغت با فاقه نپیوندد و جمعیّت در تنگ‌دستی صورت نبندد. یکی تحرمهٔ عشا بسته و یکی منتظرِ عشا نشسته. هرگز این بدان کی ماند؟ خداوندِ مکنت به حق مشتغل
پَراکَنْدِه‌روزی، پَراکَنْدِه‌دِل پس، عِبادَتِ اینان به قَبول، اولی‌تر است که جَمْع‌اند و حاضِر، نه پَریشان و پَراکَنْدِه‌خاطِر. اسبابِ مَعیشَت ساخته و به اورادِ عِبادَت پرداخته. عرب گوید: «أَعُوذُ بِاللّهِ مِنَ الفَقْرِ المُکِبِّ وَ جِوارِ مَنْ لا اُحِبُّ» و در خبر است: «الفَقْرُ سَوادُ الوَجْهِ فِی الدّارَینِ». گفتا: نشنیدی که پیغمبر عَلَیْه‌ِالسَّلام گفت: «الفَقْرُ فَخْری». گفتم: خاموش که اِشارتِ خواجه عَلَیْه‌ِالسَّلام به فقرِ طایفه‌ای‌ست که مردِ میدانِ رضای‌اند و تسلیمِ تیرِ قضا، نه اینان که خِرْقِه‌ی اَبرار پوشند و لُقْمِه‌یِ ادرار فروشند. ای طبلِ بلندبانگ در باطن هیچ
بی‌توشه چه تدبیر کنی وقت بسیچ؟ رویِ طَمَع از خَلْق بِپیچ اَر مَردی
تسبیحِ هزار دانه بر دَسْت مَپیچ درویشِ بی‌معرفت نیارامد تا فقرش به کفر انجامد. «کادَ الفَقْرُ أنْ یَکُونَ کُفْراً» که نشاید جز به وجودِ نعمت برهنه‌ای پوشیدن یا در استخلاصِ گرفتاری کوشیدن، و ابنای جنس ما را به مرتبهٔ ایشان که رساند و یَدِ عُلْیا به یَدِ سُفْلی چه ماند؟ نبینی که حق جَلَّ وَ عَلا در محکم تنزیل از نعیمِ اهلِ بهشت خبر می‌دهد که اولئِکَ لَهُم رِزْقٌ مَعلومٌ تا بدانی که مشغولِ کفاف از دولتِ عفاف، محروم است و مُلْک فَراغت، زیرِ نگینِ رزقِ معلوم. تشنگان را نماید اندر خواب
همه عالَم، به چشم، چشمهٔ آب حالی که من این سخن بگفتم، عِنانِ طاقتِ درویش از دستِ تَحَمُّل برفت. تیغِ زبان برکشید و اسبِ فصاحت در میدانِ وقاحت جهانید و بر من دوانید و گفت: چندان مبالغه در وصفِ ایشان بکردی و سخن‌های پریشان بگفتی که وهم تصور کند که تریاق‌اند یا کلیدِ خزانهٔ ارزاق. مشتی مُتِکَبِّر، مغرور، مُعْجَب، نَفور، مشتغلِ مال و نعمت، مفتتنِ جاه و ثروت که سخن نگویند إلَّا به سفاهت و نظر نکنند إلَّا به کراهت. علما را به گدایی منسوب کنند و فقرا را به بی‌سر و پایی معیوب گردانند و به عِزَّتِ مالی که دارند و عِزَّتِ جاهی که پندارند، برتر از همه نشینند و خود را به از همه بینند و نه آن در سر دارند که سر به کسی بر دارند بی‌خبر از قولِ حکما که گفته‌اند: هر که به طاعت از دیگران کم است و به نعمت بیش، به صورت توانگر است و به معنی درویش. گر بی‌هنر به مال کند کِبر بر حکیم
کونِ خرش شمار وگر گاوِ عنبر است گفتم: مَذِمَّتِ اینان روا مدار که خداوندِ کرم‌اند، گفت: غلط گفتی که بندهٔ دِرَم‌اند. چه فایده چون ابرِ آذارند و نمی‌بارند و چشمهٔ آفتاب‌اند و بر کس نمی‌تابند. بر مرکبِ استطاعت، سواران‌اند و نمی‌رانند. قدمی بهرِ خدا ننهند و دِرَمی بی مَنَّ و أَذی ندهند. مالی به مَشِقَّت فراهم آرند و به خِسَّت نگه دارند و به حسرت بگذارند، چنان‌که حکیمان گویند: سیمِ بخیل از خاک وقتی برآید که وی در خاک رود. به رنج و سعی کسی نعمتی به چنگ آرد
دگر کس آید و بی‌سعی و رنج بردارد گفتمش: بر بُخلِ خداوندانِ نعمت، وقوف نیافته‌ای إلّا به عِلَّتِ گدایی. وگرنه هرکه طَمَع یک سو نهد، کریم و بخیلش یکی نماید. محک داند که زر چیست و گدا داند که مُمْسِک کیست. گفتا: به تجربت آن همی‌گویم که مُتِعَلِّقان بر در بدارند و غلیظانِ شدید برگمارند تا بارِ عزیزان ندهند و دست بر سینهٔ صاحب‌تمیزان نهند و گویند کس اینجا در نیست و راست گفته باشند: آن را که عقل و همّت و تدبیر و رای نیست
خوش گفت پرده‌دار که کس در سرای نیست گفتم: به عذر آن که از دست مُتِوَقِّعان به جان آمده‌اند و از رُقعهٔ گدایان به فغان و محالِ عقل است اگر ریگِ بیابان، دُرّ شود که چشمِ گدایان، پر شود. دیدهٔ اهلِ طمع به نعمتِ دنیا
پُر نشود همچنان که چاه به شبنم هر کجا سختی‌کشیده‌ای تلخی‌دیده‌ای را بینی، خود را به شَرَه در کارهای مخوف اندازد و از توابعِ آن نپرهیزد و از عقوبتِ ایزد نهراسد و حلال از حرام نشناسد. سگی را گر کلوخی بر سر آید
ز شادی برجهد کاین استخوانی‌ست وگر نعشی دو کس بر دوش گیرند
لئیم‌الطبع پندارد که خوانی‌ست امّا صاحبِ دنیا به عینِ عنایتِ حق ملحوظ است و به حلال از حرام محفوظ. من همانا که تقریرِ این سخن نکردم و برهانِ بیان نیاوردم، انصاف از تو تَوَقُّع دارم هرگز دیده‌ای دستِ دعایی بر کتف بسته یا بی‌نوایی به زندان در نشسته یا پردهٔ معصومی دریده یا کفی از مِعْصَم بریده، إلّا به علّت درویشی؟ شیرمردان را به حکمِ ضرورت در نقب‌ها گرفته‌اند و کعب‌ها سفته و محتمل است آن که یکی را از درویشان نفس اماره طلب کند، چو قوت احصانش نباشد، به عصیان مبتلا گردد که بطن و فرج توأمند، یعنی فرزند یک شکم‌اند: مادام که این یکی برجای است، آن دگر بر پای است. شنیدم که درویشی را با حدثی بر خبثی گرفتند. با آن که شرمساری برد، بیم سنگساری بود. گفت: ای مسلمانان قوت ندارم که زن کنم و طاقت نه که صبر کنم چه کنم؟ لا رهبانیة فی الاسلام. وز جمله مواجب سکون و جمعیت درون که مر توانگر را میسر می‌شود یکی آن که هر شب صنمی در بر گیرد که هر روز بدو جوانی از سر گیرد صبح تابان را دست از صباحت او بر دل و سرو خرامان را پای از خجالت او در گل. به خون عزیزان فرو برده چنگ
سر انگشت‌ها کرده عناب‌رنگ محال است که با حسن طلعت او گرد مناهی گردد یا قصد تباهی کند. دلی که حور بهشتی ربود و یغما کرد
کی التفات کند بر بتان یغمایی مَن کانَ بَینَ یَدَیهِ مَا اشتَهیٰ رُطَبٌ
یُغنیهِ ذٰلِکَ عَن رَجمِ العَناقیدِ اغلب تهی‌دستان دامن عصمت به معصیت آلایند و گرسنگان نان ربایند. چون سگ درنده گوشت یافت نپرسد
کاین شتر صالح است یا خر دجال چه مایهٔ مستوران به علّت درویشی در عین فساد افتاده‌اند و عرض گرامی به باد زشت‌نامی بر داده. با گرسنگی، قُوَّت پرهیز نماند
افلاس عنان از کف تقوی بستاند حاتم طایی که بیابان‌نشین بود اگر شهری بودی از جوش گدایان بیچاره شدی و جامه بر او پاره کردندی. گفتا: نه که من بر حال ایشان رحمت می‌برم، گفتم: نه که بر مال ایشان حسرت می‌خوری. ما در این گفتار و هر دو به هم گرفتار. هر بیدقی که براندی، به دفع آن بکوشیدمی و هر شاهی که بخواندی، به فرزین بپوشیدمی تا نقد کیسهٔ همت درباخت و تیر جعبهٔ حجت همه بینداخت. هان تا سپر نیفکنی از حملهٔ فصیح
کاو را جز آن مبالغهٔ مستعار نیست دین ورز و معرفت که سخندان سجع‌گوی
بر در سلاح دارد و کس در حصار نیست تا عاقبت‌الامر دلیلش نماند ذلیلش کردم. دست تعدّی دراز کرد و بیهده گفتن آغاز و سنّت جاهلان است که چون به دلیل از خصم فرو مانند سلسلهٔ خصومت بجنبانند؛ چون آزر بت‌تراش که به حجّت با پسر برنیامد، به جنگش برخاست که «لَئِن لَمْ تَنْتَهِ لَاَرجُمَنِّکَ»، دشنامم داد، سقطش گفتم. گریبانم درید، زنخدانش گرفتم. او در من و من در او فتاده
خلق از پی ما دوان و خندان انگشت تعجّب جهانی
از گفت و شنیدِ ما به دندان القصه، مرافعهٔ این سخن پیش قاضی بردیم و به حکومت عدل راضی شدیم تا حاکم مسلمانان مصلحتی بجوید و میان توانگران و درویشان فرقی بگوید. قاضی چو حیلت ما بدید و منطق ما بشنید سر به جیب تفکر فرو برد و پس از تأمّل بسیار برآورد و گفت: ای آن که توانگران را ثنا گفتی و بر درویشان جفا روا داشتی، بدان که هر جا که گل است خار است و با خمر خمار است و بر سر گنج مار است و آنجا که در شاهوار است، نهنگ مردم‌خوار است. لذّت عیش دنیا را لدغه اجل در پس است و نعیم بهشت را دیوار مکاره در پیش. جور دشمن چه کند گر نکشد طالب دوست
گنج و مار و گل و خار و غم و شادی به هم‌اند نظر نکنی در بوستان که بیدمشک است و چوب خشک، همچنین در زمرهٔ توانگران، شاکرند و کفور و در حلقهٔ درویشان، صابرند و ضجور. اگر ژاله، هر قطره‌ای دُر شدی
چو خرمهره بازار از او پُر شدی مقربان حق جَلَّ وَ عَلا توانگران‌اند درویش‌سیرت و درویشان‌اند توانگرهمت و مهین توانگران آن است که غم درویش خورد و بهین درویشان آن است که کم توانگر گیرد. «وَ مَنْ یَتَوکَّل عَلَی اللهِ فَهُوَ حَسبُهُ». پس روی عتاب از من به جانب درویش آورد و گفت: ای که گفتی توانگران مشتغل‌اند و ساهی و مست ملاهی، نعم! طایفه‌ای هستند بر این صفت که بیان کردی: قاصرهمت کافرنعمت که ببرند و بنهند و نخورند و ندهند وگر به مثل باران نبارد یا طوفان جهان بردارد، به اعتماد مکنت خویش از محنت درویش نپرسند و از خدای عزوجل نترسند و گویند: گر از نیستی دیگری شد هلاک
مرا هست بط را ز طوفان چه باک و راکِباتِ نیاقٍ فی هَوادِجِها
لَم یَلتَفِتنَ اِلی مَن غاصَ فِی الکُثُبِ دونان چو گلیم خویش بیرون بردند
گویند چه غم گر همه عالم مردند قومی بر این نمط که شنیدی، و طایفه‌ای خوان نعمت نهاده و دست کرم گشاده، طالب نام‌اند و معرفت و صاحب دنیا و آخرت، چون بندگان حضرت پادشاه عالم عادل مؤید مظفر منصور، مالک ازمّهٔ اَنام، حامی ثغور اسلام، وارث ملک سلیمان، اعدل ملوک زمان، مظفر الدنیا و الدین، اتابک ابی بکر سعد ادام الله ایامه و نصر اعلامه. پدر به جای پسر هرگز این کرم نکند
که دست جود تو با خاندان آدم کرد خدای خواست که بر عالمی ببخشاید
تو را به رحمت خود پادشاه عالم کرد قاضی چو سخن بدین غایت رسانید وز حد قیاس ما اسب مبالغه درگذرانید، به مقتضای حکم قضا رضا دادیم و از مامضی درگذشتیم و بعد از مجارا طریق مدارا گرفتیم و سر به تدارک بر قدم یکدگر نهادیم و بوسه بر سر و روی هم دادیم و ختم سخن بر این بود: مکن ز گردش گیتی شکایت ای درویش
که تیره‌بختی اگر هم بر این نسق مردی توانگرا چو دل و دست کامرانت هست
بخور ببخش که دنیا و آخرت بردی",7
"مال از بهر آسایش عمر است نه عمر از بهر گرد کردن مال. عاقلی را پرسیدند: «نیک‌بخت کیست و بدبختی چیست؟» گفت: «نیک‌بخت آن که خورد و کشت و بدبخت آن که مُرد و هِشت.» مکن نماز بر آن هیچ کس که هیچ نکرد
که عمر در سرِ تحصیلِ مال کرد و نخورد",8
"موسی، عَلَیهِ السَّلام‌، قارون را نصیحت کرد که: «اَحْسِن کَما اَحسَنَ اللهُ الیک». نشنید و عاقبتش شنیدی. آن کس که به دینار و درم خیر نیندوخت
سر عاقبت اندر سر دینار و درم کرد خواهی که ممتّع شوی از دنیا و عُقبا
با خلق کَرَم کن چو خدا با تو کَرَم کرد عرب گوید: «جُد وَ لاتَمنُن فَاِنَّ الفائدةَ اِلَیکَ عائدة»؛ یعنی ببخش و منّت منه که نفع آن به تو باز می‌گردد. درخت کرَم هر کجا بیخ کرد
گذشت از فلک شاخ و بالای او گر امّیدواری کز او بر خوری
به منّت منه ارّه بر پای او شکر خدای کن که موفق شدی به خیر
ز انعام و فضل او، نه معطّل گذاشتت منّت منه که خدمت سلطان کنی همی
منّت شناس از او که به خدمت بداشتت",8
"دو کس رنج بیهوده بردند و سعی بی‌فایده کردند: یکی آن که اندوخت و نخورد و دیگر آن که آموخت و نکرد. علم چندان که بیشتر خوانی
چون عمل در تو نیست نادانی نه محقّق بود نه دانشمند
چارپایی بر او کتابی چند آن تهی‌مغز را چه علم و خبر
که بر او هیزم است یا دفتر",8
"علم از بهر دین پروردن است نه از بهر دنیا خوردن. هر که پرهیز و علم و زهد فروخت
خرمنی گرد کرد و پاک بسوخت",8
"عالم ناپرهیزگار کور مشعله‌دار است. بی‌فایده هر که عمر در باخت
چیزی نخرید و زر بینداخت",8
"ملک از خردمندان جمال گیرد و دین از پرهیزگاران کمال یابد. پادشاهان به صحبت خردمندان از آن محتاجترند که خردمندان به قربت پادشاهان. پندی اگر بشنوی ای پادشاه
در همه عالم به از این پند نیست جز به خردمند مفرما عمل
گرچه عمل کار خردمند نیست",8
سه چیز پایدار نماند: مال بی تجارت و علم بی بحث و ملک بی سیاست.,8
"رحم آوردن بر بدان ستم است بر نیکان، عفو کردن از ظالمان جور است بر درویشان. خبیث را چو تعهد کنی و بنوازی
به دولت تو گنه می‌کند به انبازی",8
"به دوستی پادشاهان اعتماد نتوان کرد و بر آواز خوش کودکان، که آن به خیالی مبدل شود و این به خوابی متغیر گردد. معشوق هزار دوست را دل ندهی
ور می‌دهی آن دل به جدایی بنهی",8
"هر آن سری که در سر داری با دوست در میان منه چه دانی که وقتی دشمن گردد و هر گزندی که توانی، به دشمن مرسان که باشد که وقتی دوست شود. رازی که نهان خواهی، با کس در میان منه وگرچه دوست مخلص باشد که مر آن دوست را نیز دوستان مخلص باشد، همچنین مسلسل. خامشی به که ضمیر دل خویش
با کسی گفتن و گفتن که مگوی ای سلیم آب ز سرچشمه ببند
که چو پر شد نتوان بستن جوی سخنی در نهان نباید گفت
که بر انجمن نشاید گفت",8
"دشمنی ضعیف که در طاعت آید و دوستی نماید، مقصود وی جز آن نیست که دشمنی قوی گردد و گفته‌اند: بر دوستی دوستان اعتماد نیست تا به تملق دشمنان چه رسد و هر که دشمن کوچک را حقیر می‌دارد، بدان ماند که آتش اندک را مهمل می‌گذارد. امروز بکش چو می‌توان کشت
کآتش چو بلند شد جهان سوخت مگذار که زه کند کمان را
دشمن که به تیر می‌توان دوخت",8
"سخن میان دو دشمن چنان گوی که گر دوست گردند شرم زده نشوی. میان دو کس جنگ چون آتش است
سخن چین بدبخت هیزم کش است کنند این و آن خوش دگرباره دل
وی اندر میان کوربخت و خجل میان دو تن آتش افروختن
نه عقل است و خود در میان سوختن در سخن با دوستان آهسته باش
تا ندارد دشمن خونخوار گوش پیش دیوار آنچه گویی هوش دار
تا نباشد در پس دیوار گوش",8
